Class Code:,Assignment Name:,Start Time,End Time,Wasted Time (Optional):,Time Spent:,,,Block:,Class Code:,# of Classes:,Homework/Class:,Time Budgeted:,Time Spent:,Deficit/Surplus:,Percent of Total,,,,Day Count:,Day:,Homework Total:,Day:,SPAN401,MATH401,SOM11,ENG301,MATH540,BIO340,CS301,HIST301,QUEST,,,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,,Monday times,Tuesday times,Wednesday times,Thursday times,Friday times,Saturday times,Sunday times,,Day of Week:,Time:,Day:,Cumulative Time:
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0.00,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,29.00,30.00,31.00,32.00,33.00,27.00,28.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0:00:00,0:00,0,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
